P14,3.769636772467676
P6,1.6782516566001457
P17,1.335920492802621
P22,1.192590358074094
P10,1.1623437570769255
P3,1.124786312533389
P15,0.8179693985792102
P4,0.7884412819207605
P9,0.3013812633029861
P7,0.26019084545353705
P5,0.18717701469304054
P12,0.16239757018054618
P21,0.1456207042082382
P23,0.10241833061474812
P16,0.06934791188485451
P2,0.05946007766142246
P11,0.045828563098503715
P19,0.041307918223016236
P20,0.03667225261844851
P8,0.03377168996210361
P24,0.021466205707213346
P18,0.018819251959277892
P13,0.0020773271373945917
P1,0.001934880727091601
